Date,Service,Revenue,RoomsSold,GuestSatisfaction
2024-12-23,Spa & Wellness,5314.4,,9.0
2024-12-23,Restaurant,7039.12,,8.8
2024-12-23,Tours & Activities,1489.49,,8.2
2024-12-23,Events & Weddings,25453.13,,9.4
2024-12-24,Hotel Rooms,21196.26,66,8.3
2024-12-24,Spa & Wellness,7094.71,,8.5
2024-12-24,Restaurant,6224.88,,8.9
2024-12-24,Tours & Activities,2682.01,,8.6
2024-12-24,Events & Weddings,0.0,,
2024-12-25,Hotel Rooms,8982.16,28,8.9
2024-12-25,Spa & Wellness,2255.43,,8.9
2024-12-25,Restaurant,8364.98,,8.7
2024-12-25,Tours & Activities,4091.36,,9.3
2024-12-25,Events & Weddings,0.0,,
2024-12-26,Hotel Rooms,8629.72,27,8.5
2024-12-26,Spa & Wellness,5490.89,,9.3
2024-12-26,Restaurant,6674.69,,8.4
2024-12-26,Tours & Activities,4284.6,,8.9
2024-12-26,Events & Weddings,21222.63,,9.5
2024-12-27,Hotel Rooms,18199.13,57,9.1
2024-12-27,Spa & Wellness,6652.2,,9.4
2024-12-27,Restaurant,7650.79,,8.4
2024-12-27,Tours & Activities,1522.46,,8.8
2024-12-27,Events & Weddings,0.0,,
2024-12-28,Hotel Rooms,8452.1,26,8.9
2024-12-28,Spa & Wellness,4196.61,,8.8
2024-12-28,Restaurant,3108.13,,9.4
2024-12-28,Tours & Activities,1564.81,,9.4
2024-12-28,Events & Weddings,0.0,,
2024-12-29,Hotel Rooms,14489.85,45,8.8
2024-12-29,Spa & Wellness,5172.35,,9.3
2024-12-29,Restaurant,8297.17,,8.8
2024-12-29,Tours & Activities,4441.72,,9.1
2024-12-29,Events & Weddings,0.0,,
2024-12-30,Hotel Rooms,8701.49,27,8.3
2024-12-30,Spa & Wellness,2185.7,,9.5
2024-12-30,Restaurant,4568.2,,9.2
2024-12-30,Tours & Activities,3144.33,,8.4
2024-12-30,Events & Weddings,0.0,,
2024-12-31,Hotel Rooms,13390.6,42,8.9
2024-12-31,Spa & Wellness,2551.69,,8.7
2024-12-31,Restaurant,4159.53,,8.8
2024-12-31,Tours & Activities,2438.06,,9.0
2024-12-31,Events & Weddings,0.0,,
2025-01-01,Hotel Rooms,7321.07,23,8.3
2025-01-01,Spa & Wellness,5994.26,,8.6
2025-01-01,Restaurant,7135.2,,9.1
2025-01-01,Tours & Activities,4851.96,,9.4
2025-01-01,Events & Weddings,0.0,,
2025-01-02,Hotel Rooms,8548.21,27,8.7
2025-01-02,Spa & Wellness,7910.99,,9.2
2025-01-02,Restaurant,4895.72,,9.0
2025-01-02,Tours & Activities,4986.51,,8.6
2025-01-02,Events & Weddings,30329.62,,9.1
2025-01-03,Hotel Rooms,23270.29,73,9.2
2025-01-03,Spa & Wellness,7128.23,,8.9
2025-01-03,Restaurant,7800.59,,8.8
2025-01-03,Tours & Activities,2994.57,,8.7
2025-01-03,Events & Weddings,0.0,,
2025-01-04,Hotel Rooms,25546.54,80,8.9
2025-01-04,Spa & Wellness,3541.0,,8.4
2025-01-04,Restaurant,3269.62,,9.4
2025-01-04,Tours & Activities,1687.22,,9.3
2025-01-04,Events & Weddings,12913.55,,8.7
2025-01-05,Hotel Rooms,18702.5,58,8.4
2025-01-05,Spa & Wellness,3995.77,,8.4
2025-01-05,Restaurant,7861.58,,9.3
2025-01-05,Tours & Activities,4438.44,,8.4
2025-01-05,Events & Weddings,0.0,,
2025-01-06,Hotel Rooms,17240.9,54,8.5
2025-01-06,Spa & Wellness,4442.82,,8.6
2025-01-06,Restaurant,7302.62,,8.8
2025-01-06,Tours & Activities,3269.55,,8.6
2025-01-06,Events & Weddings,0.0,,
2025-01-07,Hotel Rooms,19820.59,62,8.7
2025-01-07,Spa & Wellness,7774.74,,9.6
2025-01-07,Restaurant,5366.34,,8.6
2025-01-07,Tours & Activities,2622.96,,8.9
2025-01-07,Events & Weddings,30031.48,,8.4
2025-01-08,Hotel Rooms,10312.55,32,9.1
2025-01-08,Spa & Wellness,7291.02,,9.0
2025-01-08,Restaurant,2942.48,,9.4
2025-01-08,Tours & Activities,4617.46,,8.6
2025-01-08,Events & Weddings,0.0,,
2025-01-09,Hotel Rooms,20961.23,66,8.4
2025-01-09,Spa & Wellness,4398.26,,9.5
2025-01-09,Restaurant,3748.76,,8.8
2025-01-09,Tours & Activities,2485.74,,8.2
2025-01-09,Events & Weddings,0.0,,
2025-01-10,Hotel Rooms,11896.04,37,9.6
2025-01-10,Spa & Wellness,4700.88,,8.2
2025-01-10,Restaurant,10069.03,,9.4
2025-01-10,Tours & Activities,4439.55,,9.3
2025-01-10,Events & Weddings,0.0,,
2025-01-11,Hotel Rooms,23285.68,73,9.2
2025-01-11,Spa & Wellness,2855.01,,9.2
2025-01-11,Restaurant,6228.11,,8.2
2025-01-11,Tours & Activities,1577.32,,8.6
2025-01-11,Events & Weddings,0.0,,
2025-01-12,Hotel Rooms,18067.57,56,8.9
2025-01-12,Spa & Wellness,2236.61,,8.6
2025-01-12,Restaurant,4282.77,,8.3
2025-01-12,Tours & Activities,2784.26,,9.3
2025-01-12,Events & Weddings,0.0,,
2025-01-13,Hotel Rooms,20958.64,65,9.0
2025-01-13,Spa & Wellness,1608.88,,8.9
2025-01-13,Restaurant,3883.08,,8.4
2025-01-13,Tours & Activities,2824.27,,9.1
2025-01-13,Events & Weddings,0.0,,
2025-01-14,Hotel Rooms,17046.03,53,8.3
2025-01-14,Spa & Wellness,7957.09,,8.3
2025-01-14,Restaurant,5800.9,,8.9
2025-01-14,Tours & Activities,5200.41,,9.0
2025-01-14,Events & Weddings,0.0,,
2025-01-15,Hotel Rooms,16579.65,52,9.6
2025-01-15,Spa & Wellness,3180.43,,8.2
2025-01-15,Restaurant,7572.51,,8.7
2025-01-15,Tours & Activities,4115.0,,9.1
2025-01-15,Events & Weddings,18312.97,,8.3
2025-01-16,Hotel Rooms,15122.72,47,9.3
2025-01-16,Spa & Wellness,2659.97,,9.3
2025-01-16,Restaurant,5386.2,,9.2
2025-01-16,Tours & Activities,3684.88,,9.3
2025-01-16,Events & Weddings,21441.99,,8.6
2025-01-17,Hotel Rooms,8214.99,26,8.5
2025-01-17,Spa & Wellness,2097.6,,9.5
2025-01-17,Restaurant,6760.03,,9.6
2025-01-17,Tours & Activities,3903.3,,8.6
2025-01-17,Events & Weddings,0.0,,
2025-01-18,Hotel Rooms,14219.98,44,9.3
2025-01-18,Spa & Wellness,8538.38,,8.7
2025-01-18,Restaurant,3646.44,,8.7
2025-01-18,Tours & Activities,5640.77,,9.2
2025-01-18,Events & Weddings,0.0,,
2025-01-19,Hotel Rooms,22073.01,69,8.9
2025-01-19,Spa & Wellness,4796.09,,9.5
2025-01-19,Restaurant,5755.11,,9.3
2025-01-19,Tours & Activities,4090.1,,8.3
2025-01-19,Events & Weddings,23636.86,,8.6
2025-01-20,Hotel Rooms,7551.12,24,9.1
2025-01-20,Spa & Wellness,3530.54,,9.0
2025-01-20,Restaurant,5126.28,,9.2
2025-01-20,Tours & Activities,2494.07,,8.3
2025-01-20,Events & Weddings,0.0,,
2025-01-21,Hotel Rooms,22469.95,70,8.6
2025-01-21,Spa & Wellness,7992.68,,9.5
2025-01-21,Restaurant,2756.53,,9.1
2025-01-21,Tours & Activities,2544.07,,9.3
2025-01-21,Events & Weddings,13569.49,,9.1
2025-01-22,Hotel Rooms,18946.32,59,8.2
2025-01-22,Spa & Wellness,1945.42,,9.3
2025-01-22,Restaurant,4722.72,,8.7
2025-01-22,Tours & Activities,3410.79,,9.0
2025-01-22,Events & Weddings,19300.33,,9.3
2025-01-23,Hotel Rooms,15576.23,49,8.9
2025-01-23,Spa & Wellness,4136.98,,9.1
2025-01-23,Restaurant,3934.88,,8.4
2025-01-23,Tours & Activities,4126.62,,8.9
2025-01-23,Events & Weddings,0.0,,
2025-01-24,Hotel Rooms,12394.57,39,8.6
2025-01-24,Spa & Wellness,5258.74,,9.6
2025-01-24,Restaurant,4929.62,,9.5
2025-01-24,Tours & Activities,3643.37,,8.4
2025-01-24,Events & Weddings,0.0,,
2025-01-25,Hotel Rooms,24607.17,77,8.8
2025-01-25,Spa & Wellness,2456.3,,9.2
2025-01-25,Restaurant,9389.58,,8.6
2025-01-25,Tours & Activities,2922.34,,8.3
2025-01-25,Events & Weddings,36915.18,,9.2
2025-01-26,Hotel Rooms,21319.02,67,9.1
2025-01-26,Spa & Wellness,6758.24,,8.9
2025-01-26,Restaurant,3069.2,,8.5
2025-01-26,Tours & Activities,1590.23,,9.3
2025-01-26,Events & Weddings,0.0,,
2025-01-27,Hotel Rooms,12244.81,38,9.3
2025-01-27,Spa & Wellness,5154.66,,9.1
2025-01-27,Restaurant,2831.95,,8.6
2025-01-27,Tours & Activities,5248.28,,9.2
2025-01-27,Events & Weddings,30583.48,,8.3
2025-01-28,Hotel Rooms,22051.17,69,9.1
2025-01-28,Spa & Wellness,4481.08,,9.2
2025-01-28,Restaurant,4575.47,,9.4
2025-01-28,Tours & Activities,4316.12,,9.1
2025-01-28,Events & Weddings,20815.46,,9.5
2025-01-29,Hotel Rooms,7150.46,22,8.4
2025-01-29,Spa & Wellness,2513.73,,8.4
2025-01-29,Restaurant,4427.96,,9.2
2025-01-29,Tours & Activities,2470.6,,9.5
2025-01-29,Events & Weddings,16265.13,,9.1
2025-01-30,Hotel Rooms,15201.17,48,8.4
2025-01-30,Spa & Wellness,3506.21,,8.9
2025-01-30,Restaurant,5642.37,,8.4
2025-01-30,Tours & Activities,5001.83,,8.4
2025-01-30,Events & Weddings,25128.47,,9.4
2025-01-31,Hotel Rooms,18182.38,57,9.4
2025-01-31,Spa & Wellness,1991.81,,8.3
2025-01-31,Restaurant,7764.18,,9.0
2025-01-31,Tours & Activities,4445.42,,9.3
2025-01-31,Events & Weddings,0.0,,
2025-02-01,Hotel Rooms,13539.9,42,9.1
2025-02-01,Spa & Wellness,3227.61,,9.5
2025-02-01,Restaurant,5201.32,,9.3
2025-02-01,Tours & Activities,3692.18,,8.6
2025-02-01,Events & Weddings,0.0,,
2025-02-02,Hotel Rooms,10714.87,33,8.9
2025-02-02,Spa & Wellness,2281.32,,9.0
2025-02-02,Restaurant,3487.95,,9.2
2025-02-02,Tours & Activities,3296.28,,9.4
2025-02-02,Events & Weddings,0.0,,
2025-02-03,Hotel Rooms,9817.02,31,9.0
2025-02-03,Spa & Wellness,2891.31,,8.9
2025-02-03,Restaurant,3244.35,,8.5
2025-02-03,Tours & Activities,1129.16,,8.6
2025-02-03,Events & Weddings,0.0,,
2025-02-04,Hotel Rooms,8227.51,26,9.4
2025-02-04,Spa & Wellness,2046.41,,8.7
2025-02-04,Restaurant,4919.51,,8.6
2025-02-04,Tours & Activities,3394.61,,8.9
2025-02-04,Events & Weddings,0.0,,
2025-02-05,Hotel Rooms,9011.03,28,8.2
2025-02-05,Spa & Wellness,6209.73,,8.9
2025-02-05,Restaurant,7020.11,,8.5
2025-02-05,Tours & Activities,1999.84,,8.3
2025-02-05,Events & Weddings,21085.2,,8.9
2025-02-06,Hotel Rooms,11976.98,37,9.4
2025-02-06,Spa & Wellness,3483.92,,9.4
2025-02-06,Restaurant,5728.54,,9.3
2025-02-06,Tours & Activities,2044.19,,8.8
2025-02-06,Events & Weddings,0.0,,
2025-02-07,Hotel Rooms,14386.44,45,8.3
2025-02-07,Spa & Wellness,4569.61,,9.3
2025-02-07,Restaurant,3906.38,,9.6
2025-02-07,Tours & Activities,3673.76,,8.4
2025-02-07,Events & Weddings,0.0,,
2025-02-08,Hotel Rooms,18093.72,57,8.7
2025-02-08,Spa & Wellness,7288.18,,9.3
2025-02-08,Restaurant,3392.4,,8.9
2025-02-08,Tours & Activities,2950.31,,8.3
2025-02-08,Events & Weddings,0.0,,
2025-02-09,Hotel Rooms,11158.67,35,8.8
2025-02-09,Spa & Wellness,4413.18,,8.9
2025-02-09,Restaurant,3571.02,,9.1
2025-02-09,Tours & Activities,1352.51,,9.6
2025-02-09,Events & Weddings,0.0,,
2025-02-10,Hotel Rooms,9372.85,29,9.4
2025-02-10,Spa & Wellness,4021.4,,9.2
2025-02-10,Restaurant,3418.87,,9.3
2025-02-10,Tours & Activities,2052.42,,9.1
2025-02-10,Events & Weddings,0.0,,
2025-02-11,Hotel Rooms,15357.81,48,9.2
2025-02-11,Spa & Wellness,4846.63,,8.2
2025-02-11,Restaurant,4362.79,,9.6
2025-02-11,Tours & Activities,3461.87,,9.3
2025-02-11,Events & Weddings,19670.47,,8.4
2025-02-12,Hotel Rooms,13177.33,41,9.1
2025-02-12,Spa & Wellness,5658.19,,8.4
2025-02-12,Restaurant,5475.93,,8.2
2025-02-12,Tours & Activities,4023.9,,8.4
2025-02-12,Events & Weddings,0.0,,
2025-02-13,Hotel Rooms,6968.61,22,9.2
2025-02-13,Spa & Wellness,3375.0,,9.3
2025-02-13,Restaurant,6770.81,,9.4
2025-02-13,Tours & Activities,3301.85,,8.3
2025-02-13,Events & Weddings,0.0,,
2025-02-14,Hotel Rooms,10886.26,34,9.1
2025-02-14,Spa & Wellness,4702.33,,8.6
2025-02-14,Restaurant,3227.52,,9.5
2025-02-14,Tours & Activities,2317.42,,8.7
2025-02-14,Events & Weddings,24622.09,,9.2
2025-02-15,Hotel Rooms,15258.57,48,8.5
2025-02-15,Spa & Wellness,2957.73,,9.0
2025-02-15,Restaurant,3556.85,,9.6
2025-02-15,Tours & Activities,2138.03,,8.6
2025-02-15,Events & Weddings,16922.16,,8.7
2025-02-16,Hotel Rooms,17138.1,54,9.3
2025-02-16,Spa & Wellness,2649.32,,8.4
2025-02-16,Restaurant,5453.76,,8.7
2025-02-16,Tours & Activities,4132.55,,9.3
2025-02-16,Events & Weddings,13809.05,,8.6
2025-02-17,Hotel Rooms,14283.84,45,8.7
2025-02-17,Spa & Wellness,3544.59,,8.6
2025-02-17,Restaurant,4387.03,,8.5
2025-02-17,Tours & Activities,2631.16,,9.5
2025-02-17,Events & Weddings,0.0,,
2025-02-18,Hotel Rooms,13003.8,41,9.0
2025-02-18,Spa & Wellness,2485.03,,9.1
2025-02-18,Restaurant,4667.62,,9.1
2025-02-18,Tours & Activities,978.47,,8.8
2025-02-18,Events & Weddings,0.0,,
2025-02-19,Hotel Rooms,15019.96,47,8.2
2025-02-19,Spa & Wellness,4116.87,,9.5
2025-02-19,Restaurant,3997.3,,9.5
2025-02-19,Tours & Activities,3786.56,,8.9
2025-02-19,Events & Weddings,14423.35,,9.1
2025-02-20,Hotel Rooms,16803.18,53,8.3
2025-02-20,Spa & Wellness,4242.91,,8.9
2025-02-20,Restaurant,5704.84,,9.5
2025-02-20,Tours & Activities,3904.98,,8.4
2025-02-20,Events & Weddings,0.0,,
2025-02-21,Hotel Rooms,20007.2,63,9.6
2025-02-21,Spa & Wellness,3898.8,,8.9
2025-02-21,Restaurant,8092.07,,9.5
2025-02-21,Tours & Activities,4659.27,,9.4
2025-02-21,Events & Weddings,0.0,,
2025-02-22,Hotel Rooms,7545.99,24,9.6
2025-02-22,Spa & Wellness,3195.65,,9.6
2025-02-22,Restaurant,5585.91,,8.9
2025-02-22,Tours & Activities,4709.5,,9.4
2025-02-22,Events & Weddings,0.0,,
2025-02-23,Hotel Rooms,6464.41,20,8.4
2025-02-23,Spa & Wellness,3632.25,,8.6
2025-02-23,Restaurant,2805.47,,9.2
2025-02-23,Tours & Activities,3488.61,,9.0
2025-02-23,Events & Weddings,0.0,,
2025-02-24,Hotel Rooms,16129.9,50,9.5
2025-02-24,Spa & Wellness,5583.05,,8.9
2025-02-24,Restaurant,2268.38,,9.1
2025-02-24,Tours & Activities,1428.26,,8.4
2025-02-24,Events & Weddings,0.0,,
2025-02-25,Hotel Rooms,8390.21,26,8.5
2025-02-25,Spa & Wellness,5194.91,,9.5
2025-02-25,Restaurant,3430.51,,9.2
2025-02-25,Tours & Activities,838.88,,9.1
2025-02-25,Events & Weddings,0.0,,
2025-02-26,Hotel Rooms,6536.92,20,8.6
2025-02-26,Spa & Wellness,3348.71,,8.9
2025-02-26,Restaurant,6633.64,,9.2
2025-02-26,Tours & Activities,1857.33,,8.4
2025-02-26,Events & Weddings,0.0,,
2025-02-27,Hotel Rooms,12990.13,41,8.5
2025-02-27,Spa & Wellness,1907.91,,8.4
2025-02-27,Restaurant,5837.77,,9.0
2025-02-27,Tours & Activities,2213.88,,9.0
2025-02-27,Events & Weddings,0.0,,
2025-02-28,Hotel Rooms,16087.21,50,8.5
2025-02-28,Spa & Wellness,2963.65,,9.3
2025-02-28,Restaurant,7687.62,,8.3
2025-02-28,Tours & Activities,2736.35,,9.2
2025-02-28,Events & Weddings,0.0,,
2025-03-01,Hotel Rooms,6505.0,20,9.0
2025-03-01,Spa & Wellness,4348.45,,9.0
2025-03-01,Restaurant,2924.92,,8.7
2025-03-01,Tours & Activities,2880.03,,8.4
2025-03-01,Events & Weddings,0.0,,
2025-03-02,Hotel Rooms,5873.13,18,8.9
2025-03-02,Spa & Wellness,5211.76,,8.8
2025-03-02,Restaurant,4342.96,,8.8
2025-03-02,Tours & Activities,946.49,,8.8
2025-03-02,Events & Weddings,15123.03,,9.3
2025-03-03,Hotel Rooms,13960.69,44,9.0
2025-03-03,Spa & Wellness,1368.03,,8.7
2025-03-03,Restaurant,2037.09,,9.6
2025-03-03,Tours & Activities,3778.7,,8.3
2025-03-03,Events & Weddings,0.0,,
2025-03-04,Hotel Rooms,9799.51,31,9.3
2025-03-04,Spa & Wellness,4995.94,,9.6
2025-03-04,Restaurant,5023.37,,8.8
2025-03-04,Tours & Activities,3966.93,,8.7
2025-03-04,Events & Weddings,14737.27,,9.2
2025-03-05,Hotel Rooms,12923.14,40,9.0
2025-03-05,Spa & Wellness,4430.54,,8.7
2025-03-05,Restaurant,2625.57,,9.0
2025-03-05,Tours & Activities,2468.16,,9.2
2025-03-05,Events & Weddings,0.0,,
2025-03-06,Hotel Rooms,5030.78,16,8.6
2025-03-06,Spa & Wellness,4531.07,,9.0
2025-03-06,Restaurant,4438.82,,9.4
2025-03-06,Tours & Activities,1559.46,,8.7
2025-03-06,Events & Weddings,21375.45,,8.4
2025-03-07,Hotel Rooms,17401.53,54,8.8
2025-03-07,Spa & Wellness,5896.55,,9.4
2025-03-07,Restaurant,2112.51,,8.5
2025-03-07,Tours & Activities,1281.36,,8.2
2025-03-07,Events & Weddings,10059.32,,9.2
2025-03-08,Hotel Rooms,11467.21,36,8.5
2025-03-08,Spa & Wellness,2636.06,,9.4
2025-03-08,Restaurant,2359.48,,8.9
2025-03-08,Tours & Activities,1999.3,,9.3
2025-03-08,Events & Weddings,0.0,,
2025-03-09,Hotel Rooms,12134.28,38,9.1
2025-03-09,Spa & Wellness,2754.55,,8.6
2025-03-09,Restaurant,2444.93,,9.1
2025-03-09,Tours & Activities,1473.97,,8.6
2025-03-09,Events & Weddings,24314.56,,9.5
2025-03-10,Hotel Rooms,12481.02,39,8.8
2025-03-10,Spa & Wellness,3635.45,,9.6
2025-03-10,Restaurant,6540.34,,9.1
2025-03-10,Tours & Activities,3298.15,,8.6
2025-03-10,Events & Weddings,0.0,,
2025-03-11,Hotel Rooms,9399.28,29,9.3
2025-03-11,Spa & Wellness,3524.17,,9.4
2025-03-11,Restaurant,3252.78,,9.2
2025-03-11,Tours & Activities,3362.66,,9.5
2025-03-11,Events & Weddings,18188.45,,8.4
2025-03-12,Hotel Rooms,7749.3,24,8.5
2025-03-12,Spa & Wellness,4396.16,,9.5
2025-03-12,Restaurant,6055.79,,8.3
2025-03-12,Tours & Activities,3100.41,,8.5
2025-03-12,Events & Weddings,0.0,,
2025-03-13,Hotel Rooms,12196.09,38,9.4
2025-03-13,Spa & Wellness,2087.4,,9.3
2025-03-13,Restaurant,5425.69,,9.0
2025-03-13,Tours & Activities,2308.44,,9.4
2025-03-13,Events & Weddings,7891.34,,9.5
2025-03-14,Hotel Rooms,19625.36,61,8.4
2025-03-14,Spa & Wellness,7283.96,,8.9
2025-03-14,Restaurant,3486.31,,9.0
2025-03-14,Tours & Activities,1676.28,,9.5
2025-03-14,Events & Weddings,17502.44,,8.9
2025-03-15,Hotel Rooms,10840.49,34,8.6
2025-03-15,Spa & Wellness,4392.0,,8.9
2025-03-15,Restaurant,2614.72,,9.6
2025-03-15,Tours & Activities,2686.22,,9.4
2025-03-15,Events & Weddings,0.0,,
2025-03-16,Hotel Rooms,9862.04,31,9.0
2025-03-16,Spa & Wellness,2254.12,,8.4
2025-03-16,Restaurant,3047.77,,9.5
2025-03-16,Tours & Activities,2630.63,,8.8
2025-03-16,Events & Weddings,0.0,,
2025-03-17,Hotel Rooms,9441.02,30,9.4
2025-03-17,Spa & Wellness,3653.98,,9.1
2025-03-17,Restaurant,5223.26,,8.6
2025-03-17,Tours & Activities,3413.74,,9.6
2025-03-17,Events & Weddings,0.0,,
2025-03-18,Hotel Rooms,6827.69,21,9.3
2025-03-18,Spa & Wellness,1992.25,,9.2
2025-03-18,Restaurant,4215.06,,9.5
2025-03-18,Tours & Activities,2511.1,,9.1
2025-03-18,Events & Weddings,0.0,,
2025-03-19,Hotel Rooms,15206.71,48,9.5
2025-03-19,Spa & Wellness,4504.47,,9.3
2025-03-19,Restaurant,3825.57,,9.4
2025-03-19,Tours & Activities,1507.53,,9.2
2025-03-19,Events & Weddings,0.0,,
2025-03-20,Hotel Rooms,9359.03,29,9.1
2025-03-20,Spa & Wellness,4497.11,,9.1
2025-03-20,Restaurant,4188.84,,8.9
2025-03-20,Tours & Activities,781.36,,9.0
2025-03-20,Events & Weddings,0.0,,
2025-03-21,Hotel Rooms,9608.8,30,9.6
2025-03-21,Spa & Wellness,1447.05,,9.3
2025-03-21,Restaurant,6097.99,,9.3
2025-03-21,Tours & Activities,4364.31,,8.3
2025-03-21,Events & Weddings,0.0,,
2025-03-22,Hotel Rooms,8402.03,26,8.9
2025-03-22,Spa & Wellness,6188.63,,8.6
2025-03-22,Restaurant,4420.37,,8.7
2025-03-22,Tours & Activities,2444.33,,9.0
2025-03-22,Events & Weddings,0.0,,
2025-03-23,Hotel Rooms,13197.91,41,9.4
2025-03-23,Spa & Wellness,4431.56,,9.4
2025-03-23,Restaurant,5606.68,,8.3
2025-03-23,Tours & Activities,1985.02,,9.0
2025-03-23,Events & Weddings,0.0,,
2025-03-24,Hotel Rooms,6866.59,21,8.9
2025-03-24,Spa & Wellness,3324.74,,9.3
2025-03-24,Restaurant,4612.84,,9.4
2025-03-24,Tours & Activities,1068.02,,8.9
2025-03-24,Events & Weddings,0.0,,
2025-03-25,Hotel Rooms,15471.24,48,9.4
2025-03-25,Spa & Wellness,3534.14,,8.3
2025-03-25,Restaurant,2091.41,,9.5
2025-03-25,Tours & Activities,3664.78,,9.0
2025-03-25,Events & Weddings,13575.21,,9.5
2025-03-26,Hotel Rooms,11999.9,37,9.3
2025-03-26,Spa & Wellness,4728.5,,8.8
2025-03-26,Restaurant,2104.69,,8.4
2025-03-26,Tours & Activities,1536.73,,9.4
2025-03-26,Events & Weddings,13902.87,,9.3
2025-03-27,Hotel Rooms,6478.39,20,9.6
2025-03-27,Spa & Wellness,4786.16,,8.9
2025-03-27,Restaurant,6708.28,,8.3
2025-03-27,Tours & Activities,2171.8,,9.4
2025-03-27,Events & Weddings,25742.31,,8.8
2025-03-28,Hotel Rooms,16878.02,53,8.2
2025-03-28,Spa & Wellness,2969.12,,9.6
2025-03-28,Restaurant,4987.62,,8.7
2025-03-28,Tours & Activities,4483.87,,8.8
2025-03-28,Events & Weddings,0.0,,
2025-03-29,Hotel Rooms,6853.82,21,9.1
2025-03-29,Spa & Wellness,6086.69,,9.2
2025-03-29,Restaurant,2514.41,,8.4
2025-03-29,Tours & Activities,3609.29,,9.1
2025-03-29,Events & Weddings,0.0,,
2025-03-30,Hotel Rooms,6065.9,19,8.2
2025-03-30,Spa & Wellness,2692.13,,8.7
2025-03-30,Restaurant,3093.9,,8.4
2025-03-30,Tours & Activities,1365.28,,8.8
2025-03-30,Events & Weddings,0.0,,
2025-03-31,Hotel Rooms,5074.33,16,8.7
2025-03-31,Spa & Wellness,1608.58,,9.0
2025-03-31,Restaurant,3374.33,,8.7
2025-03-31,Tours & Activities,1702.67,,8.7
2025-03-31,Events & Weddings,24798.94,,9.6
2025-04-01,Hotel Rooms,11813.71,37,8.4
2025-04-01,Spa & Wellness,3056.99,,8.4
2025-04-01,Restaurant,3254.8,,8.9
2025-04-01,Tours & Activities,964.35,,8.8
2025-04-01,Events & Weddings,0.0,,
2025-04-02,Hotel Rooms,5699.98,18,8.6
2025-04-02,Spa & Wellness,2381.58,,9.1
2025-04-02,Restaurant,4756.23,,8.5
2025-04-02,Tours & Activities,1105.52,,8.6
2025-04-02,Events & Weddings,0.0,,
2025-04-03,Hotel Rooms,12409.37,39,9.3
2025-04-03,Spa & Wellness,2799.24,,8.7
2025-04-03,Restaurant,5893.39,,9.4
2025-04-03,Tours & Activities,3906.75,,8.4
2025-04-03,Events & Weddings,11416.18,,8.6
2025-04-04,Hotel Rooms,19661.75,61,9.6
2025-04-04,Spa & Wellness,3076.78,,9.2
2025-04-04,Restaurant,4990.06,,9.0
2025-04-04,Tours & Activities,1820.78,,8.7
2025-04-04,Events & Weddings,0.0,,
2025-04-05,Hotel Rooms,7264.69,23,9.0
2025-04-05,Spa & Wellness,4863.8,,9.0
2025-04-05,Restaurant,6144.48,,9.0
2025-04-05,Tours & Activities,4529.08,,8.8
2025-04-05,Events & Weddings,0.0,,
2025-04-06,Hotel Rooms,8347.94,26,9.2
2025-04-06,Spa & Wellness,5263.49,,9.3
2025-04-06,Restaurant,3808.9,,8.9
2025-04-06,Tours & Activities,2805.68,,8.5
2025-04-06,Events & Weddings,22592.46,,8.3
2025-04-07,Hotel Rooms,16985.15,53,8.9
2025-04-07,Spa & Wellness,3158.05,,8.9
2025-04-07,Restaurant,6431.61,,9.2
2025-04-07,Tours & Activities,2515.97,,9.3
2025-04-07,Events & Weddings,17801.21,,9.1
2025-04-08,Hotel Rooms,5799.53,18,9.3
2025-04-08,Spa & Wellness,4451.02,,8.7
2025-04-08,Restaurant,5029.11,,8.3
2025-04-08,Tours & Activities,3937.05,,9.1
2025-04-08,Events & Weddings,25948.62,,8.8
2025-04-09,Hotel Rooms,4880.26,15,8.6
2025-04-09,Spa & Wellness,3711.25,,8.9
2025-04-09,Restaurant,4688.06,,9.0
2025-04-09,Tours & Activities,2199.86,,8.7
2025-04-09,Events & Weddings,0.0,,
2025-04-10,Hotel Rooms,10930.75,34,8.7
2025-04-10,Spa & Wellness,1263.67,,8.3
2025-04-10,Restaurant,3843.95,,9.5
2025-04-10,Tours & Activities,1134.9,,9.5
2025-04-10,Events & Weddings,0.0,,
2025-04-11,Hotel Rooms,12240.56,38,8.5
2025-04-11,Spa & Wellness,4214.41,,8.9
2025-04-11,Restaurant,4670.19,,9.2
2025-04-11,Tours & Activities,2112.29,,8.6
2025-04-11,Events & Weddings,0.0,,
2025-04-12,Hotel Rooms,17980.1,56,9.1
2025-04-12,Spa & Wellness,5368.29,,8.4
2025-04-12,Restaurant,7973.74,,8.5
2025-04-12,Tours & Activities,1561.71,,8.4
2025-04-12,Events & Weddings,14166.2,,8.8
2025-04-13,Hotel Rooms,7027.98,22,9.1
2025-04-13,Spa & Wellness,3315.8,,8.2
2025-04-13,Restaurant,4860.37,,8.5
2025-04-13,Tours & Activities,2672.82,,8.7
2025-04-13,Events & Weddings,0.0,,
2025-04-14,Hotel Rooms,14041.22,44,9.3
2025-04-14,Spa & Wellness,1455.01,,8.3
2025-04-14,Restaurant,6183.25,,8.5
2025-04-14,Tours & Activities,1812.93,,8.8
2025-04-14,Events & Weddings,17626.59,,9.1
2025-04-15,Hotel Rooms,12122.59,38,9.1
2025-04-15,Spa & Wellness,4095.57,,8.7
